KID,SPUD,COMPLETION,vintage_year
1044634817,2014-05-23,2014-08-13,2014.0
1044634835,2013-11-23,2013-12-02,2013.0
1044634858,2013-10-29,2013-12-11,2013.0
1044636430,2013-11-11,2013-12-16,2013.0
1044637136,2013-11-20,2013-11-26,2013.0
1044637143,2013-11-11,2014-01-22,2014.0
1044640253,2013-11-09,2013-12-04,2013.0
1044640278,2013-11-30,2013-12-08,2013.0
1044640616,2013-11-30,2014-01-10,2014.0
1044643420,2014-01-08,2014-01-09,2014.0
1044643439,2013-11-09,2014-01-16,2014.0
1044643442,2013-11-26,2013-12-07,2013.0
1044643887,2013-12-03,2013-12-16,2013.0
1044644576,2013-11-12,2013-12-31,2013.0
1044646344,2013-12-28,2014-01-09,2014.0
1044652482,2013-11-22,2013-12-05,2013.0
1044653781,2013-11-18,2014-01-31,2014.0
1044653805,2013-11-19,2013-12-17,2013.0
1044653809,2013-12-11,2014-01-20,2014.0
1044653810,2013-01-29,2013-12-15,2013.0
1044654286,2013-12-30,2013-12-31,2013.0
1044654320,2014-09-15,2014-10-20,2014.0
1044656046,2013-11-22,2013-11-29,2013.0
1044661388,2013-12-02,2013-12-12,2013.0
1044663214,2013-11-29,2014-01-22,2014.0
1044663224,2014-01-21,2014-03-11,2014.0
1044666099,2013-12-04,2014-12-22,2014.0
1044666101,2013-12-10,2013-12-19,2013.0
1044666103,2013-12-10,2013-12-30,2013.0
1044666402,2013-12-19,2014-01-01,2014.0
1044703482,2014-01-02,2014-01-14,2014.0
1044723358,2014-01-02,2014-08-05,2014.0
1044723362,2013-12-13,2013-12-22,2013.0
1044724163,2014-01-10,2014-01-19,2014.0
1044730919,2014-01-02,2014-01-23,2014.0
1044732255,2013-12-10,2014-02-01,2014.0
1044733758,2013-12-27,2014-01-07,2014.0
1044735476,2014-01-14,2014-01-30,2014.0
1044735481,2014-01-05,2014-01-18,2014.0
1044740531,2013-12-27,2014-01-29,2014.0
1044740539,2014-01-07,2014-04-09,2014.0
1044747211,2014-02-07,2014-02-26,2014.0
1044747213,2013-12-31,2014-01-11,2014.0
1044749337,2014-01-25,2014-02-05,2014.0
1044753907,2014-01-15,2014-01-23,2014.0
1044755357,2014-01-17,2014-02-27,2014.0
1044755360,2014-01-25,2014-02-21,2014.0
1044757021,2014-03-24,2014-04-08,2014.0
1044757023,2014-03-30,2014-04-10,2014.0
1044757054,2014-01-27,2014-02-21,2014.0
1044759497,2014-02-07,2014-04-17,2014.0
1044759498,2014-01-31,2014-03-12,2014.0
1044759783,2014-03-13,2014-03-21,2014.0
1044760455,2014-02-01,2014-03-14,2014.0
1044760482,2014-02-08,2014-02-11,2014.0
1044762225,2014-02-11,2014-03-05,2014.0
1044762613,2014-02-15,2014-03-11,2014.0
1044763516,2014-02-17,2014-03-24,2014.0
1044764113,2014-02-11,2014-02-21,2014.0
1044764120,2014-02-13,2014-02-17,2014.0
1044767448,2014-03-21,2014-06-10,2014.0
1044768452,2014-03-21,2014-03-26,2014.0
1044768468,2014-02-25,2014-03-10,2014.0
1044768469,2014-03-05,2014-03-17,2014.0
1044769063,2014-02-27,2014-03-11,2014.0
1044769088,2014-04-21,2014-05-05,2014.0
1044770543,2014-02-15,2014-04-25,2014.0
1044771188,2014-04-24,2014-05-08,2014.0
1044772332,2014-03-05,2014-03-28,2014.0
1044772341,2014-02-28,2014-03-10,2014.0
1044773522,2014-04-23,2014-05-06,2014.0
1044775419,2014-03-15,2014-04-17,2014.0
1044777457,2014-05-23,2014-08-15,2014.0
1044777464,2014-03-19,2014-03-27,2014.0
1044778095,2014-03-06,2014-03-19,2014.0
1044778711,2014-05-05,2014-05-13,2014.0
1044781702,2014-03-06,2014-04-23,2014.0
1044783394,2014-05-16,2014-07-03,2014.0
1044784311,2014-04-29,2014-05-10,2014.0
1044784313,2014-04-01,2014-04-25,2014.0
1044784317,2014-04-05,2014-04-17,2014.0
1044784414,2014-04-14,2014-05-27,2014.0
1044786658,2014-03-14,2014-03-21,2014.0
1044786659,2014-03-12,2014-03-20,2014.0
1044787336,2014-03-21,2014-03-30,2014.0
1044787603,2014-04-30,2014-05-06,2014.0
1044787623,2014-03-17,2014-03-26,2014.0
1044792054,2014-03-26,2014-05-14,2014.0
1044792056,2014-03-24,2014-04-01,2014.0
1044794023,2014-04-10,2014-06-04,2014.0
1044794499,2014-03-22,2014-03-30,2014.0
1044797339,2014-03-22,2014-03-29,2014.0
1044797743,2014-04-06,2014-07-01,2014.0
1044797774,2014-04-10,2014-04-18,2014.0
1044799604,2014-05-12,2014-05-18,2014.0
1044799610,2014-04-08,2014-04-21,2014.0
1044799617,2014-04-21,2014-06-12,2014.0
1044800345,2014-04-05,2014-04-16,2014.0
1044801657,2014-04-10,2014-04-16,2014.0
1044802154,2014-04-10,2014-05-12,2014.0
1044802589,2014-04-08,2014-04-16,2014.0
1044803109,2014-04-15,2014-04-23,2014.0
1044808777,2014-04-07,2014-04-13,2014.0
1044809237,2014-05-13,2014-05-22,2014.0
1044809238,2014-05-28,2014-07-01,2014.0
1044809723,2014-04-11,2014-05-15,2014.0
1044809726,2014-04-16,2014-05-21,2014.0
1044809769,2014-05-20,2014-05-30,2014.0
1044813035,2014-04-12,2014-04-20,2014.0
1044813627,2014-04-12,2014-05-20,2014.0
1044813723,2014-07-09,2014-07-31,2014.0
1044813725,2014-05-01,2014-05-08,2014.0
1044814453,2014-04-22,2014-04-29,2014.0
1044819914,2014-04-28,2014-06-23,2014.0
1044819919,2014-04-22,2014-05-01,2014.0
1044820396,2014-05-22,2014-10-06,2014.0
1044820397,2014-04-25,2014-04-30,2014.0
1044821081,2014-05-12,2014-05-20,2014.0
1044821545,2014-08-22,2014-08-29,2014.0
1044821565,2014-05-15,2014-05-29,2014.0
1044826781,2014-05-06,2014-05-13,2014.0
1044826795,2014-05-28,2014-06-04,2014.0
1044826799,2014-05-01,2014-05-09,2014.0
1044832416,2014-05-07,2014-10-19,2014.0
1044832708,2014-05-17,2014-07-03,2014.0
1044833255,2014-05-05,2014-05-12,2014.0
1044833271,2014-05-15,2014-05-27,2014.0
1044834330,2014-06-15,2014-06-25,2014.0
1044835762,2014-05-22,2014-05-30,2014.0
1044836313,2014-06-23,2014-06-26,2014.0
1044836316,2014-05-30,2014-07-24,2014.0
1044837136,2014-05-19,2014-06-16,2014.0
1044837180,2014-05-19,2014-08-20,2014.0
1044837764,2014-05-10,2014-05-19,2014.0
1044837768,2014-06-26,2014-07-04,2014.0
1044839935,2014-05-27,2014-05-31,2014.0
1044840617,2014-06-12,2014-06-13,2014.0
1044840627,2014-05-23,2014-06-02,2014.0
1044840659,2014-06-13,2014-07-07,2014.0
1044843093,2014-05-24,2014-07-11,2014.0
1044843707,2014-06-04,2014-07-07,2014.0
1044844199,2014-05-28,2014-07-15,2014.0
1044845020,2014-07-09,2014-07-19,2014.0
1044845024,2014-06-30,2014-08-01,2014.0
1044845632,2014-06-06,2014-06-10,2014.0
1044845640,2014-05-29,2014-06-06,2014.0
1044849460,2014-05-30,2014-07-14,2014.0
1044850134,2014-06-18,2014-06-25,2014.0
1044850769,2014-07-18,2014-07-22,2014.0
1044850799,2014-07-17,2014-08-22,2014.0
1044850805,2014-06-12,2014-06-25,2014.0
1044850814,2014-06-30,2014-07-10,2014.0
1044851711,2014-06-17,2014-06-28,2014.0
1044852523,2014-06-14,2014-06-21,2014.0
1044853150,2014-07-04,2014-08-21,2014.0
1044853590,2014-07-30,2014-07-31,2014.0
1044853612,2014-06-27,2014-07-06,2014.0
1044855576,2014-07-06,2014-09-18,2014.0
1044857020,2014-07-19,2014-08-06,2014.0
1044857479,2014-07-15,2014-09-15,2014.0
1044857517,2014-07-08,2014-09-04,2014.0
1044858629,2014-06-24,2014-07-21,2014.0
1044858633,2014-08-04,2014-08-14,2014.0
1044860634,2014-07-02,2014-10-16,2014.0
1044861920,2014-07-02,2014-07-11,2014.0
1044861922,2014-06-25,2014-07-25,2014.0
1044862356,2014-07-28,2014-09-09,2014.0
1044184450,2012-11-13,2012-12-11,2012.0
1005461194,1961-05-24,1961-06-07,1961.0
1044880105,2014-08-02,2014-08-11,2014.0
1044880120,2014-08-04,2014-08-29,2014.0
1044880978,2014-08-13,2014-09-15,2014.0
1044881434,2014-08-05,2014-08-12,2014.0
1044883118,2014-08-14,2014-09-12,2014.0
1044884133,2014-08-18,2014-08-23,2014.0
1044884135,2014-09-08,2014-09-17,2014.0
1044884708,2014-08-14,2014-09-26,2014.0
1044886427,2014-08-15,2014-08-18,2014.0
1044886428,2014-08-20,2014-08-21,2014.0
1044862817,2014-07-22,2014-07-28,2014.0
1044862840,2014-07-18,2014-09-08,2014.0
1044864349,2014-07-11,2014-08-08,2014.0
1044865577,2014-08-19,2014-09-03,2014.0
1044865578,2014-09-01,2014-09-11,2014.0
1044865579,2014-07-07,2014-08-13,2014.0
1044865593,2014-08-04,2014-09-04,2014.0
1044865594,2014-07-21,2014-08-21,2014.0
1044866286,2014-07-12,2014-07-19,2014.0
1044866669,2014-07-16,2014-08-10,2014.0
1044866709,2014-07-10,2014-08-06,2014.0
1044871683,2014-08-19,2014-12-19,2014.0
1044872273,2014-08-06,2014-10-16,2014.0
1044873767,2014-07-18,2014-08-18,2014.0
1044874667,2014-07-21,2014-08-13,2014.0
1044874677,2014-07-18,2014-07-25,2014.0
1044876789,2014-07-23,2014-08-13,2014.0
1044876790,2014-08-14,2014-11-30,2014.0
1044878290,2014-08-12,2014-08-25,2014.0
1044879429,2014-08-02,2014-09-20,2014.0
1044887028,2014-08-26,2014-09-16,2014.0
1044887037,2014-09-10,2014-10-01,2014.0
1044887039,2014-09-30,2014-10-03,2014.0
1044888247,2014-09-09,2014-09-17,2014.0
1044888630,2014-09-20,2015-02-18,2015.0
1044889449,2014-09-05,2014-09-25,2014.0
1044890751,2014-08-28,2015-01-14,2015.0
1044890761,2014-09-25,2014-09-26,2014.0
1045028570,2015-06-11,2015-06-18,2015.0
1045030956,2015-06-11,2015-06-22,2015.0
1045035232,2015-06-24,2015-06-30,2015.0
1045036410,2015-09-03,2015-10-09,2015.0
1045038307,2015-06-27,2015-09-11,2015.0
1045038321,2015-07-06,2015-07-16,2015.0
1045039245,2015-07-27,2015-09-01,2015.0
1045039712,2015-07-09,2015-07-14,2015.0
1045080026,2015-10-26,2015-11-01,2015.0
1044155520,2012-09-14,2012-09-23,2012.0
1044156186,2012-09-10,2013-01-08,2013.0
1044156230,2012-09-02,2012-09-11,2012.0
1044162563,2012-09-19,2013-02-06,2013.0
1044923667,2015-03-24,2015-05-15,2015.0
1044926629,2014-11-05,2015-01-31,2015.0
1044976405,2015-02-16,2015-02-24,2015.0
1044982974,2015-03-06,2015-07-05,2015.0
1044985532,2015-03-03,2015-03-10,2015.0
1044986807,2015-02-24,2015-03-02,2015.0
1046091864,2016-09-08,2016-09-17,2016.0
1044934495,2014-11-12,2014-11-19,2014.0
1044935050,2014-11-14,2015-01-03,2015.0
1044935872,2014-12-11,2014-12-19,2014.0
1046098463,2016-10-03,2016-10-06,2016.0
1044909294,2014-10-31,2014-11-09,2014.0
1044909302,2014-11-29,2014-12-07,2014.0
1044910651,2014-10-08,2014-10-14,2014.0
1044911184,2014-10-28,2014-11-03,2014.0
1044911206,2014-10-24,2014-11-17,2014.0
1044903452,2014-09-19,2014-09-26,2014.0
1044903581,2014-09-29,2014-10-20,2014.0
1044904126,2014-10-23,2014-12-05,2014.0
1044904154,2014-10-21,2014-10-21,2014.0
1044906234,2014-09-30,2014-10-24,2014.0
1044940388,2014-11-17,2015-01-15,2015.0
1044942381,2014-11-22,2014-11-28,2014.0
1044943303,2014-11-24,2014-11-25,2014.0
1044945121,2014-12-03,2014-12-10,2014.0
1044918207,2014-10-18,2014-10-25,2014.0
1045042463,2015-07-06,2015-07-12,2015.0
1045043764,2015-07-08,2015-07-18,2015.0
1045045406,2015-09-06,2015-10-02,2015.0
1045002684,2015-04-12,2015-04-19,2015.0
1045004125,2015-04-21,2015-05-13,2015.0
1045011144,2015-06-09,2015-07-27,2015.0
1045012232,2015-05-19,2015-05-25,2015.0
1044182465,2012-11-10,2012-11-18,2012.0
1044894047,2014-08-29,2014-09-05,2014.0
1044894062,2014-08-29,2014-09-04,2014.0
1044895054,2014-11-03,2014-11-10,2014.0
1044896078,2014-09-20,2014-10-27,2014.0
1044896755,2015-04-29,2015-07-24,2015.0
1044898764,2014-09-05,2014-09-13,2014.0
1044898765,2014-09-06,2014-09-13,2014.0
1044912887,2014-11-10,2014-11-17,2014.0
1044913422,2014-10-28,2014-11-04,2014.0
1045106251,2015-12-04,2015-12-13,2015.0
1045114062,2016-05-06,2016-05-11,2016.0
1045118999,2015-12-17,2015-12-23,2015.0
1045056432,2015-08-26,2015-09-29,2015.0
1045056434,2015-09-03,2015-10-01,2015.0
1045059126,2015-08-06,2015-08-12,2015.0
1044948614,2015-01-06,2015-01-13,2015.0
1044952143,2014-12-18,2014-12-31,2014.0
1044952147,2014-12-11,2015-03-31,2015.0
1044954106,2015-03-05,2015-03-18,2015.0
1044960491,2014-12-31,2015-01-09,2015.0
1044961437,2015-01-05,2015-01-12,2015.0
1044963432,2015-01-14,2015-02-13,2015.0
1044927166,2014-10-28,2014-11-04,2014.0
1044929763,2014-11-05,2014-11-07,2014.0
1044914856,2014-10-20,2014-10-23,2014.0
1044915539,2014-10-24,2014-10-31,2014.0
1044916990,2014-10-22,2014-10-28,2014.0
1043122355,2010-11-18,2011-02-15,2011.0
1043122375,2010-12-11,2010-12-22,2010.0
1043122392,2011-01-04,2011-01-10,2011.0
1043123973,2010-11-23,2010-12-08,2010.0
1045136953,2016-01-30,2016-02-19,2016.0
1045143124,2016-02-11,2016-02-17,2016.0
1044994231,2015-03-03,2015-03-11,2015.0
1044994291,2015-05-07,2015-06-11,2015.0
1044998939,2015-03-20,2015-06-08,2015.0
1044998943,2015-05-18,2015-06-13,2015.0
1044998949,2015-06-03,2015-07-16,2015.0
1045400720,2016-03-28,2016-04-07,2016.0
1045598105,2016-03-25,2016-04-14,2016.0
1045615566,2016-04-15,2016-04-29,2016.0
1045622874,2016-04-05,2016-04-11,2016.0
1045654513,2016-06-03,2016-06-10,2016.0
1045654514,2016-06-03,2016-06-10,2016.0
1045091753,2015-10-13,2015-10-20,2015.0
1045092468,2015-10-22,2015-11-25,2015.0
1045018093,2015-05-12,2015-05-20,2015.0
1044900552,2014-09-15,2014-10-17,2014.0
1044901589,2014-09-16,2014-09-22,2014.0
1044903039,2014-09-21,2014-10-30,2014.0
1039408540,2009-04-03,2009-04-06,2009.0
1034572576,2006-04-20,2006-04-26,2006.0
1034572600,2006-04-24,2006-05-08,2006.0
1034572612,2006-05-20,2006-06-01,2006.0
1034572640,2006-05-02,2006-05-12,2006.0
1034572656,2006-04-24,2006-05-28,2006.0
1051675274,,1979-05-09,1979.0
1052049928,2021-12-14,2021-12-27,2021.0
1046514052,2017-10-26,2017-10-30,2017.0
1046841057,2018-09-05,2018-09-22,2018.0
1046276587,2017-03-03,2017-03-14,2017.0
1046290334,,,
1046309015,2017-03-04,2017-03-07,2017.0
1051997303,2021-06-17,2021-07-15,2021.0
1052097032,2021-12-15,2021-12-22,2021.0
1052111901,2022-01-27,2022-02-18,2022.0
1052117355,2022-01-24,2022-04-26,2022.0
1052118574,2022-01-21,2022-01-31,2022.0
1052124027,2022-01-17,2022-01-30,2022.0
1052125470,2022-01-08,2022-01-27,2022.0
1046781083,2018-04-01,2018-04-06,2018.0
1052085001,2021-12-21,2022-01-14,2022.0
1052085333,2022-03-09,2022-03-14,2022.0
1052093934,2022-01-12,2022-01-30,2022.0
1046557715,2018-02-16,2018-02-19,2018.0
1046806316,2018-05-29,2018-06-01,2018.0
1046807857,2018-06-01,2018-06-06,2018.0
1044026266,2012-01-31,2012-02-10,2012.0
1044026297,2011-12-06,2011-12-12,2011.0
1044027451,2011-12-16,2012-01-01,2012.0
1044027758,2012-01-04,2012-01-14,2012.0
1044027771,2011-12-12,2011-12-20,2011.0
1044027773,2011-11-29,2011-12-15,2011.0
1046848869,2018-10-02,2018-10-03,2018.0
1046919486,2018-11-03,2018-11-06,2018.0
1046817487,2018-07-03,2018-07-06,2018.0
1046833565,2018-08-01,2018-08-02,2018.0
1055364772,2024-10-07,2024-10-15,2024.0
1055399192,2024-10-14,2024-10-23,2024.0
1053412213,2023-10-05,2023-10-18,2023.0
1053432407,2023-11-13,2023-11-18,2023.0
1054456029,2024-06-04,2024-06-13,2024.0
1055041606,2024-09-03,2024-09-27,2024.0
1054232988,2024-04-12,2024-06-20,2024.0
1054275455,2024-04-16,2024-04-30,2024.0
1054310555,2024-05-13,2024-06-06,2024.0
1054311255,,2008-11-25,2008.0
1052141436,2022-01-20,2022-01-25,2022.0
1052141437,2022-01-21,2022-02-04,2022.0
1052172731,2022-01-22,2022-03-28,2022.0
1052231288,2022-02-20,2022-03-08,2022.0
1052244986,2022-02-18,2022-05-12,2022.0
1052314869,2022-03-04,2022-03-10,2022.0
1054837672,2024-07-15,2024-07-20,2024.0
1052439766,2022-05-12,2022-05-21,2022.0
1052448677,2022-04-27,2022-05-04,2022.0
1052452447,2022-05-10,2022-06-28,2022.0
1052594445,2022-06-21,2022-07-22,2022.0
1052602640,2022-06-04,2022-06-14,2022.0
1052608741,2022-06-16,2022-07-12,2022.0
1052609406,2022-06-13,2022-06-23,2022.0
1052620268,2022-07-15,2022-08-16,2022.0
1052631624,2022-07-05,2022-08-08,2022.0
1052637329,2022-07-07,2022-07-18,2022.0
1052637946,2022-07-22,2022-09-07,2022.0
1052641799,2022-07-21,2022-07-29,2022.0
1052648933,2022-08-18,2022-09-14,2022.0
1054011207,2024-03-05,2024-03-25,2024.0
1054074156,2024-04-01,2024-04-22,2024.0
1054074157,2024-04-09,2024-04-24,2024.0
1054891841,2024-07-22,2024-09-23,2024.0
1052405777,2022-03-21,2022-06-08,2022.0
1052405785,2022-04-06,2022-06-02,2022.0
1052408690,2022-03-24,2022-04-04,2022.0
1052418964,2022-04-13,2022-04-20,2022.0
1052425974,2022-04-23,2022-05-24,2022.0
1052434384,2022-05-10,2022-05-23,2022.0
1052434405,2022-05-04,2022-08-10,2022.0
1002898093,1971-04-26,1971-05-20,1971.0
1002903427,1978-06-14,1978-08-25,1978.0
1002905272,1985-09-18,1985-09-24,1985.0
1002906180,1976-12-14,1976-12-27,1976.0
1002916782,1972-07-16,1972-07-21,1972.0
1002917136,1976-08-10,1976-08-25,1976.0
1002917885,1981-09-21,1981-10-23,1981.0
1002918554,1983-11-21,1984-03-01,1984.0
1002918861,1985-07-01,1985-07-10,1985.0
1002920028,1960-05-25,1960-06-13,1960.0
1002921552,1957-04-07,1957-05-03,1957.0
1002921900,1998-05-02,1998-05-17,1998.0
1002929080,1988-06-08,1988-06-09,1988.0
1002951215,1948-01-30,1948-02-21,1948.0
1006054473,1981-04-04,1981-04-17,1981.0
1006070305,1982-11-15,1982-11-25,1982.0
1006070985,1990-06-08,1990-06-24,1990.0
1006073389,1988-11-17,1988-11-29,1988.0
1006074467,1996-12-18,1997-01-03,1997.0
1006091969,1978-06-15,1978-12-18,1978.0
1006093013,1979-02-08,1979-03-13,1979.0
1006145023,1993-09-26,1993-10-11,1993.0
1006145471,1997-01-17,1997-04-22,1997.0
1006157519,1985-06-10,1985-12-01,1985.0
1006162773,1984-09-18,1984-11-20,1984.0
1025686302,2002-03-26,2002-03-28,2002.0
1025773784,2002-06-19,2002-09-10,2002.0
1026517769,2002-11-11,2002-11-20,2002.0
1026645509,2003-01-17,2003-01-21,2003.0
1027796467,2003-02-08,2003-02-10,2003.0
1028444883,2003-07-17,2003-07-22,2003.0
1028643138,,,
1028709551,2003-08-18,2003-10-01,2003.0
1030215060,2003-11-20,2003-12-08,2003.0
1030456111,2004-02-07,2004-02-23,2004.0
1030570898,2004-03-18,2004-03-24,2004.0
1030571270,2004-02-14,2004-02-26,2004.0
1030571272,2004-02-22,2004-03-09,2004.0
1031003186,2004-04-14,2004-04-22,2004.0
1031315245,2004-06-01,2004-06-23,2004.0
1031431401,2004-06-07,2004-06-29,2004.0
1031431419,2004-06-29,2004-07-14,2004.0
1031523653,2004-07-21,2004-07-30,2004.0
1031523661,2004-07-22,2004-08-03,2004.0
1031639618,2004-09-09,2004-09-17,2004.0
1031639668,2004-09-23,2004-10-14,2004.0
1031640210,2004-09-10,2004-09-15,2004.0
1031880823,2004-11-04,2005-01-20,2005.0
1031881334,2004-11-15,2004-12-14,2004.0
1031881936,,,
1031881940,1916-08-17,1916-08-20,1916.0
1031882050,2004-10-27,2004-11-17,2004.0
1031895647,2004-11-19,2004-12-01,2004.0
1031895649,2004-11-24,2004-12-09,2004.0
1031895653,2004-11-30,2004-12-15,2004.0
1031895671,2004-11-19,2004-12-01,2004.0
1031895689,2004-12-17,2005-01-19,2005.0
1031938205,2005-02-05,2005-02-08,2005.0
1031996735,2005-02-23,2005-03-30,2005.0
1031997561,2005-02-15,2005-03-10,2005.0
1032443329,2005-04-20,2005-04-20,2005.0
1032443341,2005-05-03,2005-05-03,2005.0
1032577018,2005-05-24,2005-05-26,2005.0
1032645038,2005-05-26,2005-07-28,2005.0
1033431269,2005-09-09,2006-03-24,2006.0
1033706666,2006-01-23,2006-01-26,2006.0
1033707624,2005-11-09,2005-11-17,2005.0
1033707926,2005-11-22,2005-12-16,2005.0
1033763969,2005-12-20,2005-12-28,2005.0
1033763971,2005-12-21,2005-12-31,2005.0
1033763989,2005-12-17,2006-01-13,2006.0
1033764269,2005-12-21,2006-01-05,2006.0
1033764275,2005-12-29,2006-01-07,2006.0
1033764745,2005-12-29,2006-01-18,2006.0
1033827627,2005-12-30,2006-02-13,2006.0
1033828152,2006-02-15,2006-02-24,2006.0
1033828218,2006-02-10,2006-02-21,2006.0
1033931950,2006-01-31,2006-02-09,2006.0
1033931986,2006-02-21,2006-02-27,2006.0
1033932000,2006-02-23,2006-03-06,2006.0
1033932036,2006-03-02,2006-03-08,2006.0
1033932040,2006-02-28,2006-03-10,2006.0
1033972600,2006-04-05,2006-04-08,2006.0
1033973758,2006-03-17,2006-03-29,2006.0
1033974244,2006-03-08,2011-03-02,2011.0
1034468698,2006-06-06,2006-06-12,2006.0
1034469800,2006-06-15,2006-06-21,2006.0
1034469832,2006-06-20,2006-06-22,2006.0
1034469892,2006-06-27,2006-07-05,2006.0
1034470390,2006-03-22,2006-03-29,2006.0
1034470396,2006-03-08,2006-03-13,2006.0
1034470946,2006-03-31,2006-04-07,2006.0
1034470952,2006-04-01,2006-04-06,2006.0
1034570806,2006-04-17,2006-06-01,2006.0
1034572180,2006-05-18,2006-05-30,2006.0
1034572184,2006-05-17,2006-05-31,2006.0
1034572196,2006-05-12,2006-05-25,2006.0
1034871096,2006-12-30,2007-01-03,2007.0
1034968133,2006-08-01,2006-09-05,2006.0
1034968141,2006-07-20,2006-07-27,2006.0
1034968157,2006-06-28,2006-07-07,2006.0
1034969119,2006-07-12,2006-07-24,2006.0
1035118293,2006-08-10,2006-08-17,2006.0
1035119897,2006-08-24,2006-08-31,2006.0
1035119927,2006-08-12,2006-08-22,2006.0
1035941197,2006-10-18,2006-10-23,2006.0
1035941199,2006-09-19,2006-09-25,2006.0
1035941985,2006-09-20,2006-10-16,2006.0
1035942141,2006-08-08,2006-08-28,2006.0
1035942155,2006-11-10,2006-11-14,2006.0
1035942179,2006-09-21,2006-09-25,2006.0
1035942751,2006-08-14,2006-08-24,2006.0
1035942885,2006-09-12,2006-09-15,2006.0
1036040115,2007-04-03,2007-04-09,2007.0
1036041547,2006-09-16,2006-09-28,2006.0
1036041591,2006-10-17,2006-10-19,2006.0
1036146621,2006-12-28,2008-01-09,2008.0
1036146668,2006-12-21,2008-11-28,2008.0
1036146680,2006-12-27,2008-06-23,2008.0
1036146697,2006-11-28,2006-12-04,2006.0
1036179240,2006-12-29,2006-01-03,2006.0
1036243203,2006-12-20,2006-12-27,2006.0
1036282751,2007-02-06,2007-02-12,2007.0
1036283549,2007-01-26,2007-01-30,2007.0
1036283551,2007-02-12,2007-02-17,2007.0
1036436127,2007-02-08,2007-02-16,2007.0
1036442015,,,
1036443422,2007-02-27,2007-03-29,2007.0
1036443507,2007-03-08,2007-03-19,2007.0
1036443590,2007-03-08,2007-03-15,2007.0
1036445894,2007-03-28,2007-05-03,2007.0
1036445899,2007-03-29,2007-05-02,2007.0
1036490937,2007-04-06,2007-04-13,2007.0
1036548491,2007-03-26,2007-03-29,2007.0
1036548518,2007-03-26,2007-03-30,2007.0
1036550067,2007-04-11,2007-04-19,2007.0
1036550069,2007-03-23,2007-04-05,2007.0
1036550789,2007-04-09,2007-04-26,2007.0
1036555964,2007-04-03,2007-04-09,2007.0
1036555977,2007-04-03,2007-04-09,2007.0
1036763962,2007-04-26,2007-05-02,2007.0
1036774165,2007-07-16,2007-07-19,2007.0
1036872673,2007-05-19,2007-05-25,2007.0
1036873738,2007-05-18,2007-05-22,2007.0
1036873928,2007-05-21,2007-05-23,2007.0
1036878298,1969-07-15,1969-09-18,1969.0
1037030467,2007-08-02,2007-08-11,2007.0
1037030771,2007-07-20,2007-07-31,2007.0
1037034022,2007-07-31,2007-08-03,2007.0
1037034324,2007-07-17,2007-08-07,2007.0
1037036127,2007-08-15,2007-08-18,2007.0
1037037967,2007-08-23,2007-08-28,2007.0
1037038860,2007-08-17,2007-08-21,2007.0
1037042858,2007-09-19,2007-10-05,2007.0
1037043244,2007-08-31,2007-09-10,2007.0
1037233645,2007-09-19,2007-12-14,2007.0
1037236164,2007-10-23,2007-11-01,2007.0
1037237174,2007-09-29,2007-10-04,2007.0
1037238131,2007-12-13,2007-12-21,2007.0
1037238178,2007-10-26,2007-11-07,2007.0
1037338479,,,
1037338658,2007-10-19,2007-12-19,2007.0
1037341077,,1958-07-11,1958.0
1037349115,2008-01-08,2008-01-15,2008.0
1037351552,2007-11-21,2008-03-04,2008.0
1037449910,2007-12-20,2007-12-28,2007.0
1037550849,2008-07-18,2008-07-24,2008.0
1037551005,2008-04-01,2008-04-14,2008.0
1037553217,2008-01-10,2008-02-13,2008.0
1037553402,2008-03-10,2008-03-17,2008.0
1037554956,2008-03-10,2008-03-15,2008.0
1037555001,2008-03-05,2008-03-13,2008.0
1037649165,2008-02-15,2008-02-27,2008.0
1037652151,2008-10-31,2008-12-27,2008.0
1037792034,2008-03-10,2008-03-31,2008.0
1037792161,2008-03-10,2008-03-22,2008.0
1037792188,2008-05-20,2008-06-17,2008.0
1037891157,2008-05-06,2008-05-19,2008.0
1037891250,2008-06-16,2008-06-20,2008.0
1037893408,2008-06-20,2008-06-26,2008.0
1037893508,2008-04-03,2008-04-18,2008.0
1037929162,2008-04-06,2008-04-06,2008.0
1037987587,2008-04-08,2008-04-11,2008.0
1037987671,2008-07-01,2008-07-09,2008.0
1037987675,2008-04-25,2008-05-17,2008.0
1037987684,2008-05-16,2008-05-29,2008.0
1037989958,2008-05-09,2008-05-28,2008.0
1037990024,2008-06-05,2008-06-17,2008.0
1037992734,2008-05-21,2008-06-06,2008.0
1037994779,2008-05-09,2008-05-28,2008.0
1037995124,2008-05-12,2008-05-13,2008.0
1037995550,2008-05-22,2008-05-28,2008.0
1038100559,,,
1038100562,2008-06-30,2008-07-30,2008.0
1038220865,2008-07-01,2008-07-11,2008.0
1038329999,2008-07-31,2008-08-01,2008.0
1038330985,2008-09-05,2008-09-08,2008.0
1038330987,2008-08-01,2008-08-11,2008.0
1038340742,2008-11-03,2008-11-06,2008.0
1038456565,2008-09-26,2009-01-05,2009.0
1038456580,2008-09-22,2008-09-23,2008.0
1038456581,2008-09-25,2008-11-19,2008.0
1038456943,2008-09-03,2008-09-05,2008.0
1038695326,2008-10-06,2008-10-08,2008.0
1038698752,,,
